TRADE_DATE,MARKET,time_split,is_market_anomaly,is_cross_market_event,event_id,event_name,event_phase,anomaly_family,market_scope,genuine_assessment,label_confidence,severity,affected_tenors,shape_signature,label_note,source_urls,is_data_quality_anomaly,data_quality_type,data_quality_note,benchmark_tier,benchmark_is_anomaly_strict,benchmark_is_anomaly_broad,n_markets_labelled_same_date
2021-03-16,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-16,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-16,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-17,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-17,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-17,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-18,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-18,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-18,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-19,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-19,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-19,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-22,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-22,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-22,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-23,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-23,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-23,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-24,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-24,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-24,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-25,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-25,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-25,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-26,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-26,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-26,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-29,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-29,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-29,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-30,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-30,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-30,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-31,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-31,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-31,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-01,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-01,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-01,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-06,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-06,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-06,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-07,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-07,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-07,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-08,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-08,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-08,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-09,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-09,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-09,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-12,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-12,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-12,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-13,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-13,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-13,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-14,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-14,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-14,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-15,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-15,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-15,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-16,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-16,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-16,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-19,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-19,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-19,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-20,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-20,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-20,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-21,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-21,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-21,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-22,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-22,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-22,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-23,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-23,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-23,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-26,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-26,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-04-26,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
